Subject,Session,Round,Word,Points,Cumulative Score
1,1,1,apple,9,0
1,1,1,bus,9,0
1,1,1,music,9,0
1,1,1,girl,9,0
1,1,1,luck,9,0
1,1,1,owl,9,0
1,1,1,smile,9,0
1,1,1,wash,9,0
1,1,1,bag,9,0
1,1,1,crab,9,0
1,1,1,drink,9,0
1,1,1,frog,9,0
