Subject,Session,Round,Word,Bet,RT
1,1,1,apple,9,1.2722012267272476
1,1,1,bus,9,0.6464858370964066
1,1,1,music,9,0.4583232715945087
1,1,1,girl,9,0.32223111009125205
1,1,1,luck,9,0.3730053608946946
1,1,1,owl,9,0.4747591219725109
1,1,1,smile,9,0.3750199222427
1,1,1,wash,9,0.4823540242928175
1,1,1,bag,9,1.1025672526625385
1,1,1,crab,9,0.47585182680904836
1,1,1,drink,9,0.5250220352081669
1,1,1,frog,9,0.5764688126341753
