Subject,Session,Round,Word,Bet,RT
66,1,1,apple,1,0.6101218855847037
66,1,1,bus,1,0.5085142419202384
66,1,1,music,2,0.5423378765362941
66,1,1,girl,6,0.7799626968953817
66,1,1,luck,3,0.5084496451863743
66,1,1,owl,5,1.678115381236239
66,1,1,smile,3,0.6271343711669033
66,1,1,wash,7,0.4577831668766521
66,1,1,bag,5,0.5930435958525777
66,1,1,crab,4,0.559464764745826
66,1,1,drink,3,0.6610730121192319
66,1,1,frog,5,0.45763223992798885
