Subject,Session,Round,Word,Bet,RT
55,1,1,apple,2,2.406773178831827
55,1,1,bus,3,0.7118016723306937
55,1,1,music,4,0.8645352159355753
55,1,1,girl,3,0.5764518946007229
55,1,1,luck,2,0.5593177618984555
55,1,1,owl,3,0.47499910198439466
55,1,1,smile,5,0.5424912183152628
55,1,1,wash,2,0.5934067260895972
55,1,1,bag,3,0.4578169745127525
55,1,1,crab,2,0.42374310301602236
55,1,1,drink,4,0.44065356198098016
55,1,1,frog,3,0.55931263038201
